,Pulse Duration,Signal Run 0,Background Run 0
0,1e-06,0.9739159439068872,0.9686882099991936
1,0.00010099000000000001,0.9729547846590098,0.9677508842907955
2,0.00020098000000000002,0.9857036611786211,0.957704109517374
3,0.00030097000000000007,0.0,0.0
4,0.00040096000000000006,0.0,0.0
5,0.0005009500000000001,0.0,0.0
6,0.0006009400000000001,0.0,0.0
7,0.0007009300000000001,0.0,0.0
8,0.0008009200000000001,0.0,0.0
9,0.0009009100000000001,0.0,0.0
10,0.0010009,0.0,0.0
11,0.00110089,0.0,0.0
12,0.00120088,0.0,0.0
13,0.00130087,0.0,0.0
14,0.00140086,0.0,0.0
15,0.00150085,0.0,0.0
16,0.00160084,0.0,0.0
17,0.0017008300000000002,0.0,0.0
18,0.00180082,0.0,0.0
19,0.0019008100000000002,0.0,0.0
20,0.0020008000000000005,0.0,0.0
21,0.0021007900000000004,0.0,0.0
22,0.0022007800000000003,0.0,0.0
23,0.00230077,0.0,0.0
24,0.0024007600000000005,0.0,0.0
25,0.0025007500000000004,0.0,0.0
26,0.0026007400000000003,0.0,0.0
27,0.0027007300000000006,0.0,0.0
28,0.0028007200000000005,0.0,0.0
29,0.0029007100000000004,0.0,0.0
30,0.0030007000000000002,0.0,0.0
31,0.0031006900000000006,0.0,0.0
32,0.0032006800000000005,0.0,0.0
33,0.0033006700000000003,0.0,0.0
34,0.0034006600000000007,0.0,0.0
35,0.0035006500000000005,0.0,0.0
36,0.0036006400000000004,0.0,0.0
37,0.0037006300000000003,0.0,0.0
38,0.0038006200000000006,0.0,0.0
39,0.0039006100000000005,0.0,0.0
40,0.004000600000000001,0.0,0.0
41,0.00410059,0.0,0.0
42,0.004200580000000001,0.0,0.0
43,0.004300570000000001,0.0,0.0
44,0.00440056,0.0,0.0
45,0.004500550000000001,0.0,0.0
46,0.00460054,0.0,0.0
47,0.0047005300000000005,0.0,0.0
48,0.004800520000000001,0.0,0.0
49,0.00490051,0.0,0.0
50,0.005000500000000001,0.0,0.0
51,0.005100490000000001,0.0,0.0
52,0.00520048,0.0,0.0
53,0.005300470000000001,0.0,0.0
54,0.005400460000000001,0.0,0.0
55,0.0055004500000000005,0.0,0.0
56,0.005600440000000001,0.0,0.0
57,0.005700430000000001,0.0,0.0
58,0.005800420000000001,0.0,0.0
59,0.005900410000000001,0.0,0.0
60,0.0060004,0.0,0.0
61,0.006100390000000001,0.0,0.0
62,0.006200380000000001,0.0,0.0
63,0.0063003700000000004,0.0,0.0
64,0.006400360000000001,0.0,0.0
65,0.006500350000000001,0.0,0.0
66,0.0066003400000000005,0.0,0.0
67,0.006700330000000001,0.0,0.0
68,0.006800320000000001,0.0,0.0
69,0.006900310000000001,0.0,0.0
70,0.007000300000000001,0.0,0.0
71,0.00710029,0.0,0.0
72,0.007200280000000001,0.0,0.0
73,0.007300270000000001,0.0,0.0
74,0.0074002600000000005,0.0,0.0
75,0.007500250000000001,0.0,0.0
76,0.007600240000000001,0.0,0.0
77,0.007700230000000001,0.0,0.0
78,0.007800220000000001,0.0,0.0
79,0.00790021,0.0,0.0
80,0.0080002,0.0,0.0
81,0.00810019,0.0,0.0
82,0.00820018,0.0,0.0
83,0.00830017,0.0,0.0
84,0.00840016,0.0,0.0
85,0.00850015,0.0,0.0
86,0.008600140000000001,0.0,0.0
87,0.00870013,0.0,0.0
88,0.00880012,0.0,0.0
89,0.008900110000000001,0.0,0.0
90,0.0090001,0.0,0.0
91,0.00910009,0.0,0.0
92,0.00920008,0.0,0.0
93,0.00930007,0.0,0.0
94,0.00940006,0.0,0.0
95,0.00950005,0.0,0.0
96,0.00960004,0.0,0.0
97,0.00970003,0.0,0.0
98,0.00980002,0.0,0.0
99,0.00990001,0.0,0.0
100,0.01,0.0,0.0
