1000	15133.773000
1990	15736.271000
2980	16284.461000
3970	14053.625500
4960	14918.379500
5950	14152.501000
6940	15340.795500
7930	16614.257500
8920	16094.982000
9910	14718.066500
10900	12460.034000
11890	13789.264000
12880	14460.523000
13870	13500.588000
14860	10721.458000
15850	14414.066000
16840	15435.136000
17830	12385.049000
18820	15146.738000
19810	14278.226000
20800	11866.839500
21790	15490.934500
22780	16614.327500
23770	14768.031000
24760	12782.330500
25750	14323.703000
26740	11030.085500
27730	14738.247000
28720	14469.341000
29710	15399.659500
30700	15282.262500
31690	15349.430000
32680	15054.684500
33670	16373.603000
34660	14852.064500
35650	14592.934000
36640	14916.140500
37630	16198.701000
38620	14507.315500
39610	14843.855500
40600	12389.830500
41590	12154.187500
42580	15271.655500
43570	10015.167500
44560	17124.019000
45550	16482.495000
46540	14723.768000
47530	14959.807500
48520	14711.474000
49510	16343.035000
50500	13108.990000
51490	14750.058000
52480	15438.563000
53470	14597.998000
54460	14550.453000
55450	17424.350000
56440	13848.655500
57430	14021.511000
58420	13991.941000
59410	15813.801500
60400	14173.215000
61390	11687.225000
62380	13454.242000
63370	10830.799500
64360	14538.364000
65350	15734.080000
66340	12816.486500
67330	15209.399000
68320	11228.160500
69310	13680.245000
70300	15881.917500
71290	12990.493500
72280	13529.556500
73270	14135.898500
74260	12786.946500
75250	13966.693000
76240	12999.860000
77230	13191.689500
78220	13333.869500
79210	14684.856500
80200	12513.843500
81190	11903.209500
82180	12531.673500
83170	11445.593000
84160	12290.455000
85150	14467.229000
86140	11437.082000
87130	13385.521000
88120	14702.543000
89110	14840.437500
90100	15549.414500
91090	15077.695500
92080	13810.804500
93070	13593.225000
94060	15720.525500
95050	11648.816500
96040	15255.864500
97030	12179.019500
98020	11597.414500
99010	14061.551500
100000	13635.261000
