,Duration,Signal Run 0,Background Run 0
0,100.0,0.9581581886699221,0.9703724953088506
1,101.0,1.0006137365870964,0.9758468537357597
2,102.0,0.9762460288951964,1.0131800589402278
3,103.0,0.9679940393385488,0.976469346096804
4,104.0,0.9875514303760826,0.9685037701584729
5,105.0,0.9611216525015913,0.9889910013856652
6,106.0,0.9953586347706074,0.9751403431268925
7,107.0,1.0167257161425753,1.0037374398523604
8,108.0,0.9852826003976775,0.9579392354309375
9,109.0,0.9818315728597529,0.9794040795015972
10,110.0,1.0040916302548182,0.9838055504164146
11,111.0,0.9838727075131363,0.987820665266834
12,112.0,0.9904952253099905,0.9459838562486976
13,113.0,0.9702147669367944,0.9785557636092516
14,114.0,0.9246655065300468,0.9390655636655779
15,115.0,0.9992210139873966,0.9713994660938858
16,116.0,0.9444743329341599,0.9936142228956519
17,117.0,1.020728649101307,1.002838838047347
18,118.0,0.9592291984445266,0.9815086256213185
19,119.0,0.941300341524203,0.9782312492025901
20,120.0,0.0,0.0
21,121.0,0.0,0.0
22,122.0,0.0,0.0
23,123.0,0.0,0.0
24,124.0,0.0,0.0
25,125.0,0.0,0.0
26,126.0,0.0,0.0
27,127.0,0.0,0.0
28,128.0,0.0,0.0
29,129.0,0.0,0.0
30,130.0,0.0,0.0
31,131.0,0.0,0.0
32,132.0,0.0,0.0
33,133.0,0.0,0.0
34,134.0,0.0,0.0
35,135.0,0.0,0.0
36,136.0,0.0,0.0
37,137.0,0.0,0.0
38,138.0,0.0,0.0
39,139.0,0.0,0.0
40,140.0,0.0,0.0
41,141.0,0.0,0.0
42,142.0,0.0,0.0
43,143.0,0.0,0.0
44,144.0,0.0,0.0
45,145.0,0.0,0.0
46,146.0,0.0,0.0
47,147.0,0.0,0.0
48,148.0,0.0,0.0
49,149.0,0.0,0.0
50,150.0,0.0,0.0
51,151.0,0.0,0.0
52,152.0,0.0,0.0
53,153.0,0.0,0.0
54,154.0,0.0,0.0
55,155.0,0.0,0.0
56,156.0,0.0,0.0
57,157.0,0.0,0.0
58,158.0,0.0,0.0
59,159.0,0.0,0.0
60,160.0,0.0,0.0
61,161.0,0.0,0.0
62,162.0,0.0,0.0
63,163.0,0.0,0.0
64,164.0,0.0,0.0
65,165.0,0.0,0.0
66,166.0,0.0,0.0
67,167.0,0.0,0.0
68,168.0,0.0,0.0
69,169.0,0.0,0.0
70,170.0,0.0,0.0
71,171.0,0.0,0.0
72,172.0,0.0,0.0
73,173.0,0.0,0.0
74,174.0,0.0,0.0
75,175.0,0.0,0.0
76,176.0,0.0,0.0
77,177.0,0.0,0.0
78,178.0,0.0,0.0
79,179.0,0.0,0.0
80,180.0,0.0,0.0
81,181.0,0.0,0.0
82,182.0,0.0,0.0
83,183.0,0.0,0.0
84,184.0,0.0,0.0
85,185.0,0.0,0.0
86,186.0,0.0,0.0
87,187.0,0.0,0.0
88,188.0,0.0,0.0
89,189.0,0.0,0.0
90,190.0,0.0,0.0
91,191.0,0.0,0.0
92,192.0,0.0,0.0
93,193.0,0.0,0.0
94,194.0,0.0,0.0
95,195.0,0.0,0.0
96,196.0,0.0,0.0
97,197.0,0.0,0.0
98,198.0,0.0,0.0
99,199.0,0.0,0.0
100,200.0,0.0,0.0
